Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY37,OUT049,2366.9479274859004
FDY37,OUT017,2341.2277823935274
FDY37,OUT018,1826.5883499499503
FDY37,OUT010,324.5691137607106
FDU31,OUT027,5831.931905608637
FDU31,OUT010,599.0253631717915
FDU31,OUT019,533.5214274732994
FDU31,OUT013,3541.7173241100013
FDU31,OUT018,2917.498219583374
FDU31,OUT017,4055.556186715921
FDM38,OUT027,1613.5822458299322
FDM38,OUT018,659.5423100208427
FDM38,OUT045,829.4538687020972
FDM38,OUT049,888.8930587120915
FDM38,OUT035,860.7338082827366
FDM38,OUT017,814.2945761420741
DRB48,OUT045,676.2949082230136
DRB48,OUT018,504.49796198023256
FDK09,OUT045,3663.2513401362185
FDK09,OUT049,3739.982875525819
FDK09,OUT018,3294.7784471998084
FDK09,OUT013,3712.4832110063976
FDZ21,OUT045,1468.1650872367206
FDI22,OUT018,3174.6040667994484
FDI22,OUT049,3642.76464734199
FDD44,OUT045,3853.5528298645245
FDD44,OUT027,5994.813512337857
FDA25,OUT027,2783.6997786769275
FDA25,OUT013,1648.0662990938538
FDA25,OUT019,261.8586273561984
FDA25,OUT049,1687.6984264479938
NCS53,OUT018,2255.239020483835
FDO56,OUT049,1961.6182530190438
FDO56,OUT027,3141.0854305756347
FDO56,OUT046,2003.1921653198317
FDO56,OUT017,1898.354353916445
FDO56,OUT013,1924.181536744087
NCC06,OUT018,1768.7334846914594
NCC06,OUT019,314.2592548850762
NCC06,OUT027,3400.868394220928
NCC06,OUT010,271.0224400404614
NCC06,OUT035,2183.792216019029
NCC06,OUT045,1929.2680720618619
FDO01,OUT019,323.8415322316167
FDO01,OUT017,2238.619525151988
FDO01,OUT035,2216.5007917486037
FDO01,OUT010,279.53294737413114
FDO01,OUT013,2157.368897366462
FDV46,OUT035,2300.6302714112944
FDV46,OUT027,3679.3086732910638
FDV46,OUT045,2145.961958454502
DRN35,OUT027,1129.5758170675317
DRN35,OUT017,632.8357544452658
DRN35,OUT045,633.5600446775701
NCS54,OUT017,3070.192524568552
NCS54,OUT046,2705.954170180801
FDX50,OUT019,275.846197950241
FDX50,OUT049,1776.52639372362
FDO04,OUT013,799.833704800908
FDO04,OUT049,907.3164305959396
FDO04,OUT035,883.8901931417377
FDO04,OUT045,908.4291941908145
FDN51,OUT049,4275.3681733479
FDN51,OUT013,4339.497849907515
FDN51,OUT046,3794.032680409538
FDN51,OUT027,6116.600637810942
FDN51,OUT018,3494.505478259115
NCO05,OUT035,1708.988873599481
NCO05,OUT010,213.97019178237812
DRY23,OUT018,557.6909462517652
DRY23,OUT013,692.2247739437447
DRY23,OUT045,731.3700332329192
FDR60,OUT049,1197.8103887584728
FDR60,OUT045,1317.9155849564659
FDT39,OUT018,2163.0628779467706
FDT39,OUT019,396.0553774943725
FDT39,OUT027,4010.1624132655584
FDT39,OUT013,2450.5742274082145
FDT39,OUT046,2304.6370095823686
FDP07,OUT010,519.7956823313776
FDP07,OUT049,3399.414961717454
FDP07,OUT017,3318.488160443923
FDP07,OUT027,5388.781670297348
FDY31,OUT010,334.57809548369835
FDY31,OUT019,349.0360399170937
FDY31,OUT046,2347.46422495323
FDW36,OUT017,1767.9571753004398
FDW36,OUT046,1816.929955078775
FDW36,OUT018,1422.1377216745586
FDW36,OUT013,1789.8952803203551
FDW36,OUT045,1553.8022726392692
FDF29,OUT045,2002.7243718193902
FDF29,OUT017,2224.4586707595754
FDF29,OUT046,2238.420576558377
FDF29,OUT010,293.4140792740734
FDZ15,OUT019,319.00100088816976
FDZ15,OUT018,1701.6723137638467
NCV54,OUT010,255.54460273657554
NCV54,OUT017,2086.64749277778
NCV54,OUT018,1710.2845598252652
NCP06,OUT045,2385.9154741637294
NCP06,OUT013,2390.2293657784558
FDC37,OUT027,2891.315545675617
FDC37,OUT010,238.18529746759248
FDC37,OUT046,1810.2798079505765
FDC37,OUT018,1410.511161572327
FDC37,OUT035,1809.6065775874006
FDC37,OUT017,1763.545888005241
FDC37,OUT045,1597.2159802805106
FDD56,OUT027,4676.347385108962
FDD56,OUT049,3052.1338886215835
FDD56,OUT019,425.8106647100872
FDD56,OUT013,3085.7505562050915
DRO47,OUT013,1879.4888510741503
DRO47,OUT027,3070.3586941414897
DRO47,OUT045,1729.5603727115604
FDW31,OUT049,3313.791696114285
FDW31,OUT035,3295.5767265800746
FDW31,OUT046,3257.9251056794865
DRN59,OUT035,755.332123754239
DRN59,OUT013,697.1783414366795
DRN59,OUT046,791.398156531814
DRN59,OUT018,636.9012040126449
FDO27,OUT035,1560.7558143235217
FDO27,OUT019,281.28351774051424
FDO27,OUT017,1656.2543372312202
FDO27,OUT010,219.19594549232062
FDO27,OUT013,1596.5994487965754
FDX15,OUT045,2533.6708454544873
FDX15,OUT017,2557.52951628209
DRB13,OUT045,2733.7856909192014
DRB13,OUT018,2645.3698519672457
DRB13,OUT027,5007.496149644898
DRB13,OUT046,3083.5363618844754
NCW18,OUT017,4067.848846488395
NCW18,OUT045,3723.714319432266
NCW18,OUT046,3749.048996056421
NCW18,OUT018,3125.226436626655
NCK17,OUT010,118.53715279151761
NCK17,OUT035,723.0720826932579
NCK17,OUT046,708.6074493839028
NCK17,OUT018,519.7362050443484
NCP50,OUT049,1274.8926674308145
NCP50,OUT045,1303.3865165153575
FDZ56,OUT046,2732.4168382385196
FDZ56,OUT010,403.84187107541567
FDZ56,OUT018,2506.9924916281684
FDZ56,OUT017,2847.5945214929025
NCM05,OUT045,3919.495175260299
NCM05,OUT018,3594.9012317552233
NCM05,OUT013,4296.338980654658
NCM05,OUT017,4302.445727775738
FDH38,OUT045,1774.5775388294078
FDH38,OUT027,2959.017342035443
FDH38,OUT013,1880.2857038194115
FDO58,OUT017,2585.919566645256
FDO58,OUT045,2736.5406087703172
FDO58,OUT019,406.647298349841
FDC50,OUT019,284.7582767495991
FDC50,OUT013,1550.9852768082244
FDC50,OUT049,1430.9215318663566
FDU12,OUT017,4269.075133030228
FDW59,OUT049,1300.4036770999621
FDW59,OUT027,2343.9929433235734
FDW59,OUT018,1172.7319569591339
FDK52,OUT017,3954.204879934353
FDK52,OUT019,539.8993378651146
FDK52,OUT046,3612.721974955512
FDK52,OUT035,3857.5902079258335
FDQ11,OUT010,689.0187162154382
FDQ11,OUT013,4235.163390812953
FDQ11,OUT049,4177.894674546056
FDQ11,OUT045,3869.984540734682
FDQ11,OUT017,4346.621684423329
NCC07,OUT017,1792.2054872869924
NCC07,OUT018,1377.3279577084072
NCC07,OUT019,265.71908187254695
NCC07,OUT010,236.55659763872782
FDR55,OUT049,3293.261311413639
FDN21,OUT045,2573.6774112436096
FDN21,OUT010,370.9439351070533
FDN21,OUT017,2494.464810668952
FDV13,OUT045,1391.6504311591507
FDV13,OUT017,1418.639063131951
FDV13,OUT046,1404.5565209188685
FDV13,OUT035,1479.063385002339
FDH47,OUT017,1609.4786966926758
FDH47,OUT018,1324.5853952234431
FDH47,OUT027,2715.651956138296
FDO23,OUT046,1520.3407995426542
FDO23,OUT049,1435.4972746221786
FDS47,OUT018,1237.1802055320122
FDS47,OUT019,267.79795304986106
FDS47,OUT010,192.51032229595242
NCN19,OUT045,2767.0478852537
NCN19,OUT027,4949.945538538518
NCN19,OUT049,3294.208226955636
FDI50,OUT019,548.2043975208616
FDI50,OUT017,4216.116180604835
FDI50,OUT046,3659.1492156319023
DRC49,OUT049,2418.6993245864696
DRC49,OUT017,2424.0706083632153
DRC49,OUT013,2432.7630302104094
DRC49,OUT018,1882.478174288392
DRC49,OUT045,2306.7112477915093
DRC49,OUT019,330.75072344614694
DRE03,OUT013,717.2489823131551
DRE03,OUT027,1260.459795527477
DRH03,OUT027,2569.431735736011
DRH03,OUT017,1453.9193191282766
DRH03,OUT013,1513.6265889364277
DRH03,OUT045,1464.0874171337027
FDR09,OUT019,745.7445622782662
FDR09,OUT046,4011.7390612134077
FDR09,OUT017,4283.184947027802
FDZ31,OUT017,3102.646293089332
FDZ31,OUT013,3191.6758947874164
FDZ31,OUT045,2969.1755007776733
DRD49,OUT013,3688.9851290206993
DRD49,OUT018,3519.659905346154
DRD49,OUT049,3749.48148419238
DRD49,OUT027,5858.682211798342
NCU18,OUT049,2421.544304650803
NCU18,OUT010,324.1237399239018
NCU18,OUT027,3763.4161152671727
NCU18,OUT045,2170.368475664432
NCA42,OUT018,2400.482973159069
NCA42,OUT035,2884.086043935233
NCA42,OUT046,2484.7854582777773
NCA42,OUT049,2657.252831141759
FDB34,OUT013,1284.0985765446128
FDB34,OUT046,1414.590737856296
FDA57,OUT018,516.8308327995798
FDA57,OUT049,732.5056593678953
FDA57,OUT046,716.1987554730807
FDA57,OUT035,733.8968849150389
FDA57,OUT017,630.2630136430004
FDB41,OUT013,728.1006076193418
FDB41,OUT017,762.1709565457484
FDB41,OUT027,1326.6856228018576
FDB41,OUT049,814.2875837899888
FDO20,OUT045,3812.4606369358094
FDO20,OUT010,664.4012307111215
FDO20,OUT027,5893.935703532946
DRD01,OUT013,780.1840922236449
DRD01,OUT019,164.71783071081052
DRD01,OUT027,1611.0776701372324
DRD01,OUT046,926.8077938397311
FDS37,OUT046,2065.808201059584
FDS37,OUT018,1591.1004980449984
FDS37,OUT027,3051.1712092995813
FDH46,OUT045,1548.4406944105544
FDH46,OUT010,226.79170884388245
FDH46,OUT018,1383.048322418322
FDH46,OUT035,1755.7418349026705
FDH46,OUT017,1778.3363336925593
FDH46,OUT027,2698.1968545331415
FDV28,OUT019,155.1034364534928
FDV28,OUT049,718.8596773318583
FDV28,OUT045,656.2657772217462
FDY35,OUT013,704.143385095127
FDY35,OUT017,710.6712127518977
FDY35,OUT046,796.5624779231971
FDA34,OUT045,2784.2034740131926
FDA34,OUT046,2716.027105115793
FDA34,OUT035,3080.752235680743
FDH10,OUT045,2891.0910516897757
FDH10,OUT046,3255.5395065967186
FDI28,OUT010,188.95416903129012
FDI28,OUT017,1343.018890835061
FDI28,OUT035,1364.3835309253063
FDF17,OUT027,5329.200614418137
FDF17,OUT013,2904.718230283545
FDF17,OUT018,2828.225876392036
FDF17,OUT019,530.6268867519176
FDF17,OUT035,3263.238492350548
FDF17,OUT046,3277.753971467978
FDT01,OUT010,523.3867047583864
FDT01,OUT035,3643.3966281161784
FDT01,OUT013,3244.6006565207476
FDT01,OUT018,3264.929065661607
FDT01,OUT027,5318.220603944105
FDU55,OUT013,4340.245544890361
FDU55,OUT035,4302.028907455704
FDU55,OUT017,4338.088905220397
FDU55,OUT046,3890.7732442142983
NCH06,OUT013,4033.787984822038
NCH06,OUT035,4186.94741377901
NCH06,OUT049,4086.189061000652
NCH06,OUT046,3736.2234617949766
FDI58,OUT027,2597.2771734951407
FDI58,OUT049,1459.899379852068
FDI58,OUT018,1276.2879078860394
FDI58,OUT035,1525.7980402000278
FDK40,OUT017,4279.651024131969
FDK40,OUT035,4259.861073748237
FDW57,OUT013,3134.349564849698
FDW57,OUT035,2800.2400425970986
FDW57,OUT027,4845.842020122412
DRH01,OUT049,3093.097864470218
DRH01,OUT035,2853.7153333338233
DRH01,OUT013,2967.837134657467
DRH01,OUT018,2582.1850472059114
FDJ56,OUT035,1606.0228721486174
FDJ56,OUT046,1597.4032353040727
FDJ56,OUT013,1660.5447276482507
FDJ56,OUT018,1362.9599404948003
FDY39,OUT035,3266.5550079399454
FDY39,OUT013,2965.995665830203
FDY39,OUT046,3109.654237673845
FDY39,OUT017,3214.7193878527655
FDY39,OUT045,2823.4505993166913
FDN12,OUT049,1764.8674112056551
FDN12,OUT035,1756.317371524179
NCJ19,OUT017,908.1263915630983
NCJ19,OUT019,166.98670680378578
NCJ19,OUT049,920.5327532165446
NCJ19,OUT013,801.9583689233524
NCJ19,OUT035,970.7625774436267
DRI39,OUT049,934.7674220357695
DRI39,OUT013,800.3921581708493
DRI39,OUT045,863.8822231837357
DRI39,OUT046,967.5998985428517
NCQ17,OUT045,2511.2869004779054
NCQ17,OUT046,2583.275537120182
NCQ17,OUT019,366.44530012989424
NCQ17,OUT049,2674.211135597434
NCQ17,OUT035,2589.514304145512
FDZ51,OUT046,1521.071134053432
FDZ51,OUT035,1657.0464352852339
FDZ51,OUT018,1281.165190178642
FDY20,OUT027,2507.504585457253
FDY20,OUT045,1400.3828450345131
FDY20,OUT035,1539.2686691175563
FDY20,OUT019,242.6888144230435
FDS48,OUT045,2423.922597579139
FDS48,OUT017,2542.7284274619888
FDS48,OUT018,2139.8730062230175
FDS48,OUT049,2495.5454076966726
NCA29,OUT027,4733.419338444577
NCA29,OUT049,2913.202156962377
NCA29,OUT045,2864.9341765316335
NCA29,OUT019,450.5475614423013
NCA29,OUT018,2595.0236124077396
NCF54,OUT013,2650.8062771144114
NCF54,OUT035,3039.342627322647
NCF54,OUT027,4645.3248368736495
NCF54,OUT019,445.90891230142194
NCF54,OUT018,2537.7661951338987
NCF54,OUT049,2920.8983312577934
FDV60,OUT046,3066.577426278529
FDQ07,OUT019,527.8471242688679
FDQ07,OUT017,3911.4861350619162
FDQ07,OUT013,3568.786436928787
FDQ07,OUT035,3771.905992833943
FDM21,OUT018,3495.126506800877
FDM21,OUT046,4004.698813267143
FDM21,OUT013,4257.175170785408
FDM21,OUT019,626.8076617330246
FDT51,OUT046,1946.2672542169212
FDT51,OUT035,1933.9392267626897
FDT51,OUT045,1726.6968561455205
FDT51,OUT017,1866.0772000242393
FDT51,OUT049,1779.6168424255018
FDT51,OUT027,2878.2930657947004
FDA19,OUT018,1797.3214263614907
FDA19,OUT017,2143.3418399770253
FDA19,OUT035,2122.6009437572884
FDA19,OUT027,3409.8690680721866
FDW48,OUT046,1336.5519922943536
FDW10,OUT019,416.6579562822914
FDW10,OUT049,3025.276819753619
FDW10,OUT018,2547.898535789441
FDW10,OUT027,4845.478275092174
FDW10,OUT046,2656.705241536005
FDW10,OUT013,2916.318469334583
FDW10,OUT045,2861.593981213743
FDW10,OUT035,3129.88971461484
FDT25,OUT010,259.0176750651754
FDT25,OUT027,3345.9944146783596
FDT25,OUT019,322.3702212598114
FDP31,OUT045,1089.415971004473
FDP31,OUT013,925.036254120996
FDP31,OUT049,1061.376166904066
FDJ03,OUT027,1394.4597666196987
FDJ03,OUT046,865.7364158601138
FDJ03,OUT017,770.9738947289339
FDJ03,OUT035,784.149785132587
FDJ03,OUT049,838.8806032191071
NCW54,OUT017,902.2328053953452
NCW54,OUT027,1662.6238171863763
DRM23,OUT046,2711.815272601467
DRM23,OUT045,2740.098748412166
NCG42,OUT017,2197.5986015438557
NCG42,OUT027,3467.004271574245
NCG42,OUT013,2149.9789274453415
NCG42,OUT010,279.00318330104835
FDP60,OUT018,1383.8470853468295
FDC33,OUT010,520.0885128398138
FDC33,OUT049,3351.249288788201
FDC33,OUT017,3434.4841418944247
FDR32,OUT018,3249.702620112067
FDR32,OUT035,3898.453941627664
FDR32,OUT017,3935.7653140657303
DRE15,OUT049,1227.916391147654
DRE15,OUT013,1124.7531195971462
DRE15,OUT035,1271.4023065220483
DRE15,OUT010,176.99566470965362
FDO10,OUT049,970.5663962085296
FDO10,OUT018,739.7491764034648
FDU37,OUT019,225.37617762526315
FDU37,OUT017,1358.8240203240587
FDU37,OUT049,1261.3527388577882
FDU37,OUT045,1313.057531005022
FDB56,OUT017,3240.3339415532823
DRA59,OUT045,2883.983797003677
DRA59,OUT035,3109.583014368321
FDZ23,OUT019,460.8716006188107
FDZ23,OUT017,3240.6482203305327
FDZ23,OUT046,3113.7658596575498
FDI14,OUT013,2407.9778113921975
DRP35,OUT017,2077.9526679084724
FDF28,OUT045,1839.721504594618
FDF28,OUT010,267.65587175600007
FDF28,OUT019,308.8134501465864
FDF28,OUT013,1980.1379722833217
FDF28,OUT018,1772.2259864323537
FDF28,OUT035,2119.769271033059
FDF28,OUT049,2175.438740187616
FDO12,OUT027,5161.160388226229
FDO12,OUT045,2715.3746435657818
FDM22,OUT049,866.6707768838975
FDM22,OUT046,920.0392324533473
FDM22,OUT045,850.8261578156297
FDM22,OUT018,699.7474361190206
FDM22,OUT010,138.74704931042928
FDM22,OUT017,813.0878074345812
NCF31,OUT035,2594.7743617430397
NCF31,OUT017,2468.6785197502163
NCF31,OUT027,3861.7530648798215
FDO36,OUT018,2694.6905208196536
FDO36,OUT046,2663.141859254553
FDO36,OUT017,3129.2077285144496
FDO36,OUT010,470.98477152946236
FDO36,OUT045,2800.3863207611907
NCF42,OUT049,3068.8451298836653
FDC41,OUT018,1044.6062193914138
FDC41,OUT045,1243.2801132290379
FDC41,OUT035,1274.6782131736454
NCM42,OUT027,2881.2654266793397
NCM42,OUT035,1878.445683539282
NCM42,OUT013,1749.7852816526733
NCM42,OUT018,1473.9846326165325
NCM42,OUT046,1852.212604750107
NCM42,OUT010,236.59741457481675
NCM42,OUT045,1691.6701055119984
FDP16,OUT027,6220.6462058601355
FDP16,OUT045,3862.1317982368764
FDP16,OUT035,4235.4100642225885
FDP16,OUT013,4212.733194235406
NCI42,OUT019,597.5981973967678
NCI42,OUT045,3021.22338682322
NCI42,OUT017,3924.1446667356417
FDL57,OUT017,4353.016014666584
FDL57,OUT046,4016.4789961121887
FDL57,OUT027,5969.673933771244
FDF09,OUT017,628.4906240426196
FDF09,OUT046,699.6569183230303
FDF09,OUT010,134.77773058817039
NCZ05,OUT046,1755.127284822884
NCZ05,OUT045,1525.0743425098408
NCZ05,OUT027,2795.748188493858
NCZ05,OUT049,1686.9762683596082
NCZ05,OUT018,1418.9585756943268
NCZ05,OUT017,1781.641594532078
FDQ28,OUT045,2546.7220512936906
FDQ28,OUT018,2235.7389663582426
FDQ28,OUT035,2582.452544896183
FDQ28,OUT019,343.0393449711032
FDQ28,OUT010,379.62806864850813
FDQ28,OUT049,2544.7209515173527
FDY51,OUT017,3908.460276020184
FDY51,OUT045,3463.37130899644
FDY51,OUT013,3587.224642903396
FDR31,OUT010,338.07872125453474
FDR31,OUT035,2514.7012590296295
FDR31,OUT045,2344.368432820361
FDR31,OUT018,1907.976011144776
FDR31,OUT017,2417.8927744406747
FDU04,OUT045,1829.3014436018486
FDU04,OUT017,2187.9728315128255
FDU04,OUT027,3185.384607904115
FDU04,OUT013,1988.777362851513
FDT04,OUT013,646.3566458179694
FDT04,OUT046,737.8042718285724
FDT04,OUT049,731.6186107591507
FDT04,OUT019,123.2119600580027
FDT04,OUT027,1187.0512910923649
FDE17,OUT019,351.33744192276134
FDE17,OUT018,2117.110496461985
FDE17,OUT027,3868.4589634585764
NCP42,OUT035,3183.12478026397
NCP42,OUT027,5204.257371469574
NCP42,OUT013,3093.544884861873
NCP42,OUT046,3115.081579517661
FDM08,OUT027,5817.17942469348
FDM08,OUT018,3076.079434733757
FDY43,OUT045,2792.1566515064205
FDY43,OUT035,2787.597660115176
FDY43,OUT013,2857.2001200751424
FDY43,OUT046,2658.869253467291
FDY43,OUT017,2611.568885564637
FDY43,OUT027,4345.538299417902
FDY43,OUT049,2882.2198580160534
FDW03,OUT010,236.3999594282015
FDW03,OUT045,1557.3671363564486
FDW03,OUT018,1368.7785354377556
FDW03,OUT017,1818.2096865013248
FDW03,OUT027,2709.714126202149
FDW03,OUT019,262.38777508231897
FDE16,OUT013,3298.6379046034763
FDE16,OUT035,3677.746794839989
FDE16,OUT046,3464.6324154780846
FDT52,OUT027,6170.316912285147
FDT52,OUT013,4126.527800287468
FDT52,OUT045,3848.0979306648696
FDT52,OUT019,598.2424882333379
FDF04,OUT027,6162.644617855124
NCU29,OUT017,2411.8788322750897
NCU29,OUT010,344.57966859751286
NCU29,OUT049,2482.191628866605
NCU29,OUT013,2490.962465800355
NCU29,OUT018,1910.7818833484366
NCU29,OUT045,2380.821236504964
NCU29,OUT035,2467.425753037502
FDD05,OUT035,2129.8657628194255
FDD05,OUT010,259.3217877387886
FDS35,OUT049,1045.4523141428735
FDS35,OUT035,1092.4514195209504
FDU09,OUT045,862.0574467897801
FDU09,OUT013,766.5241265249718
FDU09,OUT035,920.085722403143
FDU09,OUT018,729.5192237610842
FDU09,OUT010,149.6298032591701
FDU09,OUT017,875.5701630015891
FDX60,OUT049,1243.976157335553
FDX60,OUT035,1346.586545086783
FDD11,OUT046,3647.434759430099
FDD11,OUT049,4239.7705184173155
FDD11,OUT019,613.159101754003
FDZ34,OUT018,2898.5338635790526
FDZ34,OUT045,2832.6752226900626
FDZ34,OUT017,3332.8145106722245
FDZ34,OUT027,5363.169716609864
FDZ34,OUT049,3374.896370669667
NCD19,OUT027,1573.1345101733514
NCD19,OUT035,950.3171947191208
NCD19,OUT018,702.9140989912164
FDT43,OUT027,1384.5579244888575
FDT43,OUT013,750.0913932233019
FDT43,OUT019,149.109313117267
FDN48,OUT010,198.1351937842779
FDN48,OUT046,1541.3441584319705
FDN48,OUT017,1522.1312599496991
FDN48,OUT049,1436.5240008786145
FDN48,OUT013,1380.246197134038
FDB44,OUT018,2894.725042045332
FDB44,OUT049,3759.438458411196
FDB44,OUT035,3723.215404305397
FDB44,OUT010,547.3797580223193
FDY22,OUT010,360.0049784705113
FDY22,OUT013,2438.3235045152383
FDY22,OUT045,2354.107450586264
FDY22,OUT027,3647.039341960443
FDY22,OUT019,349.5588900125143
FDY22,OUT049,2396.451106787905
FDD08,OUT010,127.44481811502219
FDD08,OUT019,125.08067576130036
FDD08,OUT045,648.354173780776
FDD08,OUT046,703.859575212359
NCX53,OUT049,2386.6148675809377
NCX53,OUT027,3786.111792770838
NCX53,OUT017,2344.874895744292
NCX53,OUT046,2259.9916758939435
NCX53,OUT035,2396.3709885279295
NCX53,OUT018,1857.8528960757533
NCX53,OUT045,2181.153237149537
FDQ20,OUT010,116.47590447774829
FDQ20,OUT018,521.4476649382915
FDQ20,OUT046,712.4472687725503
FDQ20,OUT049,730.1221871150557
FDP56,OUT046,799.3754050351636
FDP56,OUT035,770.7559420909208
FDP56,OUT019,137.46433039550521
FDP56,OUT013,728.7773395356678
FDO13,OUT027,4156.818009809413
FDO13,OUT018,2343.346815965563
FDO13,OUT046,2613.112612330932
FDO13,OUT035,2838.652028875606
FDK45,OUT049,1842.6505432686267
FDK45,OUT027,3034.489748770015
FDK45,OUT018,1597.1361934224083
DRJ24,OUT027,5156.053836245902
DRJ24,OUT046,2921.3792610578807
NCR42,OUT019,133.3496691139498
NCR42,OUT018,497.3551043137949
NCR42,OUT027,1086.183027660789
NCR42,OUT049,693.4951984149743
NCR42,OUT035,670.1378313676848
NCR42,OUT013,626.2560532501028
NCR42,OUT046,680.8141006415893
FDV35,OUT019,366.06879357729144
FDV35,OUT017,2548.6287067389503
FDV35,OUT027,3830.125793525479
FDV35,OUT045,2523.6355978792435
FDV35,OUT013,2534.2998582449272
NCX41,OUT035,3794.846890276049
NCX41,OUT013,3358.28396233918
NCX41,OUT027,5629.235391315893
NCX41,OUT017,3991.1230758454617
FDH45,OUT027,1268.535387726371
FDH45,OUT017,719.2064426415589
FDH45,OUT013,675.7290341009743
FDE50,OUT017,3237.634499445816
FDE50,OUT049,3314.53040258638
FDE50,OUT018,2630.785154804322
FDE50,OUT019,476.4896199654327
FDE50,OUT046,3090.0542790068325
FDE50,OUT013,3190.0419106708055
FDZ07,OUT046,1072.040919289377
FDZ07,OUT013,897.52488154503
FDZ07,OUT035,1049.4661480289847
FDZ07,OUT017,990.281711555409
FDZ07,OUT045,1036.383245689139
FDW32,OUT049,1317.9316657811487
FDW32,OUT017,1424.775766581213
FDW32,OUT027,2461.9323119774576
FDB57,OUT049,3882.823042567908
FDB57,OUT019,540.619151760134
FDB57,OUT018,2905.0781500458706
FDB57,OUT045,3559.3926245054304
FDL52,OUT035,693.3361145496249
FDL52,OUT045,639.7083131482846
FDL52,OUT049,716.1208435695564
FDR39,OUT027,5053.811766324448
FDR39,OUT045,2821.874790336504
FDR39,OUT013,3093.016383398675
FDR39,OUT018,2749.5579460397976
FDR39,OUT035,3128.139889615049
FDT13,OUT045,2784.1671466146195
FDT13,OUT018,2635.2794379643224
FDT13,OUT013,3188.9213334392657
FDT13,OUT027,4993.699082504302
FDT13,OUT049,3314.931321692774
FDB28,OUT046,3109.997080486787
FDB28,OUT018,3073.788782450135
FDB28,OUT035,3306.8970455070403
FDB28,OUT027,5435.464011358883
FDB28,OUT049,3379.9180218187726
NCM18,OUT018,828.6041936109228
NCM18,OUT019,167.98645228035107
NCM18,OUT017,1013.2617049299132
NCM18,OUT013,892.832913120442
NCM18,OUT035,1058.8173023500372
NCM18,OUT046,1095.40285966757
NCM18,OUT010,155.14456133483156
FDB40,OUT046,2304.863728932187
FDB40,OUT017,2431.4183277084744
FDO50,OUT045,1400.5429520725281
FDO50,OUT035,1542.2121517287412
FDO50,OUT019,241.94098171439214
FDP20,OUT017,2137.4858739234337
FDP20,OUT027,3453.9995119748637
FDP20,OUT035,2096.038746031323
FDP20,OUT049,2183.649970972626
FDX02,OUT027,5754.552768704715
FDX02,OUT045,3617.905407673852
FDX02,OUT017,4013.610254824258
FDX02,OUT049,3768.135349552912
FDN03,OUT017,4247.33411442452
FDN03,OUT049,4191.686670137339
FDN03,OUT018,3360.4616038711556
FDN03,OUT013,4276.508481758445
FDN03,OUT045,3930.427178372902
FDX51,OUT018,2721.8630237887805
FDX51,OUT013,3093.1930786091957
FDX51,OUT017,3395.68641429691
FDX51,OUT027,5260.9582871022485
FDJ22,OUT049,3305.2902267337095
FDJ22,OUT046,3206.449886880559
DRE25,OUT019,252.95489452521778
DRE25,OUT018,1301.336334885897
DRE25,OUT045,1419.7782327881487
DRE25,OUT013,1523.9509131008858
NCY17,OUT017,790.3848486965267
NCY17,OUT019,113.07131562065362
NCY17,OUT027,1443.2291935871888
NCY17,OUT018,621.3688953396268
FDC02,OUT045,3880.546265197675
FDC02,OUT017,4351.502681803082
FDC02,OUT049,4202.729708352866
FDE38,OUT035,2968.589846092119
FDE38,OUT049,2816.6969727194723
FDE38,OUT045,2764.3157890521834
FDE38,OUT017,2696.814150050074
FDE38,OUT019,412.8153592312564
FDE38,OUT018,2423.6671668957792
FDE38,OUT013,2518.642714126719
FDC16,OUT013,1313.9318973542513
FDD04,OUT035,2369.5889493507466
FDD04,OUT018,1851.7239134924737
FDD04,OUT027,3681.2757979952257
NCJ43,OUT045,2900.331027464186
NCJ43,OUT035,3161.6793609535102
NCJ43,OUT013,2791.333534598056
NCJ43,OUT018,2591.0743642124307
NCJ43,OUT049,2913.202156962377
FDG12,OUT046,2168.2893691383356
FDG12,OUT035,2094.661997085956
FDG12,OUT013,1903.3353379422274
NCU41,OUT027,5285.5346377684255
NCU41,OUT018,2798.3270303120344
NCU41,OUT017,3274.4746200658874
NCU41,OUT010,491.0992195079801
NCU41,OUT045,2860.5210835245666
FDW49,OUT010,461.59664390141376
FDM44,OUT046,1688.2163506490854
FDM44,OUT027,2650.714308792127
FDM44,OUT035,1795.9407439216106
FDS01,OUT035,3118.251712234281
FDS01,OUT013,3164.7038665516693
FDS01,OUT010,451.6363036851791
FDJ21,OUT035,2447.127701474941
FDQ55,OUT017,1938.226024618891
FDQ55,OUT013,1868.3906073721205
FDQ55,OUT049,1965.1304124924736
FDQ55,OUT046,2072.7055126885507
FDZ58,OUT013,1933.4097970036612
FDZ58,OUT045,1805.853925617465
FDB10,OUT010,619.0442156377533
FDB10,OUT046,3755.9050583842018
FDB10,OUT035,4023.453166831661
FDB10,OUT027,5936.529749788867
FDB10,OUT017,4076.4777765706635
FDB10,OUT013,3983.3073433817626
NCN42,OUT035,2519.838907940861
NCN42,OUT010,347.19032567880527
NCN42,OUT049,2481.893673081713
NCN42,OUT017,2481.7623966368865
FDH24,OUT013,2469.5967926459243
FDH24,OUT027,4182.709048494974
FDH24,OUT045,2537.547005288721
FDH24,OUT019,405.81459238161057
FDN09,OUT046,3683.044231198213
FDN09,OUT049,4127.01644338295
FDN09,OUT017,4125.72081414725
